ADDRESS,VACANT AS OF,WARD,DWELLING TYPE,DISTRICT,SALE REVIEW CATEGORY,CENSUS TRACT,MAP LOCATION
1250 REANEY AVE,10/11/2013 12:00:00 AM,7,Duplex,4,2,31701,"1250 REANEY AVE
St Paul, MN
(44.964019, -93.047721)"
1333 REANEY AVE,05/31/2013 12:00:00 AM,7,Single Family Residential,2,2,31702,"1333 REANEY AVE
St Paul, MN
(44.964022, -93.044272)"
1732 REANEY AVE,05/19/2015 12:00:00 AM,7,Single Family Residential,2,2,31801,"1732 REANEY AVE
St Paul, MN
(44.96401, -93.027235)"
1812 REANEY AVE,10/27/2011 12:00:00 AM,7,Single Family Residential,2,2,31801,"1812 REANEY AVE
St Paul, MN
(44.963981, -93.023837)"
1820 REANEY AVE,09/21/2011 12:00:00 AM,7,Single Family Residential,2,3,31801,"1820 REANEY AVE
St Paul, MN
(44.963983, -93.023512)"
1868 REANEY AVE,06/25/2013 12:00:00 AM,7,Single Family Residential,2,1,31801,"1868 REANEY AVE
St Paul, MN
(44.963975, -93.021525)"
1940 REANEY AVE,01/24/2014 12:00:00 AM,7,Single Family Residential,2,2,31802,"1940 REANEY AVE
St Paul, MN
(44.964375, -93.017617)"
2128 REANEY AVE,06/08/2012 12:00:00 AM,7,Single Family Residential,2,1,31802,"2128 REANEY AVE
St Paul, MN
(44.963962, -93.010688)"
556 RICE ST,06/23/2010 12:00:00 AM,1,Commercial,7,2,42800,"556 RICE ST
St Paul, MN
(44.958179, -93.105943)"
842 RICE ST,11/24/2010 12:00:00 AM,1,Commercial,6,2,31400,"842 RICE ST
St Paul, MN
(44.966805, -93.105937)"
969 RICE ST,04/11/2013 12:00:00 AM,5,Commercial,6,2,31300,"969 RICE ST
St Paul, MN
(44.970525, -93.105964)"
1141 RICE ST,09/03/2010 12:00:00 AM,5,Commercial,6,2,30800,"1141 RICE ST
St Paul, MN
(44.975451, -93.105936)"
1229 RICE ST,03/23/2012 12:00:00 AM,5,Duplex,6,2,30800,"1229 RICE ST
St Paul, MN
(44.978225, -93.105915)"
1258 RICE ST,02/11/2009 12:00:00 AM,5,Single Family Residential,6,2,30500,"1258 RICE ST
St Paul, MN
(44.979055, -93.10591)"
1415 RICE ST,11/13/2013 12:00:00 AM,5,Commercial,6,2,30400,"1415 RICE ST
St Paul, MN
(44.98388, -93.10587)"
672 RIVOLI ST,05/13/2011 12:00:00 AM,5,Single Family Residential,5,2,33000,"672 RIVOLI ST
St Paul, MN
(44.961337, -93.082925)"
676 RIVOLI ST,12/02/2008 12:00:00 AM,5,Duplex,5,2,33000,"676 RIVOLI ST
St Paul, MN
(44.961583, -93.082926)"
81 ROBIE ST W,07/16/2013 12:00:00 AM,2,Single Family Residential,3,2,37100,"81 ROBIE ST W
St Paul, MN
(44.930547, -93.088973)"
143 ROBIE ST W,08/27/2013 12:00:00 AM,2,Single Family Residential,3,1,37100,"143 ROBIE ST W
St Paul, MN
(44.930555, -93.091652)"
144 ROBIE ST W,04/28/2015 12:00:00 AM,2,Duplex,3,1,37100,"144 ROBIE ST W
St Paul, MN
(44.930553, -93.091721)"
240 ROBIE ST W,11/08/2012 12:00:00 AM,2,Single Family Residential,3,2,37100,"240 ROBIE ST W
St Paul, MN
(44.930549, -93.095725)"
1440 ROBLYN AVE,08/06/2010 12:00:00 AM,1,Commercial,13,3,33400,"1440 ROBLYN AVE
St Paul, MN
(44.950899, -93.161314)"
1920 ROBLYN AVE,10/12/2012 12:00:00 AM,4,Duplex,13,2,33300,"1920 ROBLYN AVE
St Paul, MN
(44.951537, -93.181606)"
2041 ROBLYN AVE,04/03/2007 12:00:00 AM,4,Single Family Residential,13,2,33300,"2041 ROBLYN AVE
St Paul, MN
(44.952383, -93.186591)"
67 ROSE AVE E,03/19/2014 12:00:00 AM,5,Single Family Residential,6,2,30500,"67 ROSE AVE E
St Paul, MN
(44.97649, -93.098082)"
72 ROSE AVE E,03/23/2015 12:00:00 AM,5,Single Family Residential,6,1,30500,"72 ROSE AVE E
St Paul, MN
(44.97649, -93.097993)"
957 ROSE AVE E,04/11/2012 12:00:00 AM,6,Duplex,5,2,31100,"957 ROSE AVE E
St Paul, MN
(44.976635, -93.059909)"
1029 ROSE AVE E,03/03/2015 12:00:00 AM,6,Single Family Residential,5,2,31100,"1029 ROSE AVE E
St Paul, MN
(44.97663, -93.057047)"
1036 ROSE AVE E,01/09/2015 12:00:00 AM,6,Single Family Residential,5,1,31100,"1036 ROSE AVE E
St Paul, MN
(44.976627, -93.056747)"
1064 ROSE AVE E,06/24/2013 12:00:00 AM,6,Single Family Residential,5,2,31100,"1064 ROSE AVE E
St Paul, MN
(44.976623, -93.055428)"
1112 ROSE AVE E,10/17/2013 12:00:00 AM,6,Single Family Residential,5,2,31100,"1112 ROSE AVE E
St Paul, MN
(44.976638, -93.053597)"
1018 ROSS AVE,11/10/2011 12:00:00 AM,6,Single Family Residential,4,1,31701,"1018 ROSS AVE
St Paul, MN
(44.965788, -93.057441)"
1226 ROSS AVE,04/23/2012 12:00:00 AM,6,Multi-family Residential,4,2,31701,"1226 ROSS AVE
St Paul, MN
(44.965822, -93.048964)"
1615 ROSS AVE,03/30/2015 12:00:00 AM,7,Single Family Residential,2,1,31801,"1615 ROSS AVE
St Paul, MN
(44.965847, -93.032247)"
1690 ROSS AVE,03/09/2015 12:00:00 AM,7,Single Family Residential,2,1,31801,"1690 ROSS AVE
St Paul, MN
(44.965833, -93.029121)"
1802 ROSS AVE,09/01/2010 12:00:00 AM,7,Single Family Residential,2,2,31801,"1802 ROSS AVE
St Paul, MN
(44.965781, -93.024239)"
373 RUTH ST N,01/06/2012 12:00:00 AM,7,Commercial,1,1,34701,"373 RUTH ST N
St Paul, MN
(44.952841, -93.015134)"
578 SARATOGA ST S,12/21/2012 12:00:00 AM,3,Single Family Residential,15,1,36500,"578 SARATOGA ST S
St Paul, MN
(44.924105, -93.164468)"
2138 SCENIC PLACE,08/07/2013 12:00:00 AM,7,Single Family Residential,1,2,34702,"2138 SCENIC PLACE
St Paul, MN
(44.949428, -93.009481)"
2075 SCUDDER ST,08/05/2004 12:00:00 AM,4,Single Family Residential,12,2,30100,"2075 SCUDDER ST
St Paul, MN
(44.978652, -93.188065)"
305 SELBY AVE,04/10/2006 12:00:00 AM,1,Single Family Residential,8,2,34000,"305 SELBY AVE
St Paul, MN
(44.946537, -93.112781)"
555 SELBY AVE,02/09/2012 12:00:00 AM,1,Single Family Residential,8,2,33900,"555 SELBY AVE
St Paul, MN
(44.946565, -93.123383)"
644 SELBY AVE,09/26/2013 12:00:00 AM,1,Commercial,8,2,35500,"644 SELBY AVE
St Paul, MN
(44.946584, -93.127383)"
872 SELBY AVE,11/01/1989 12:00:00 AM,1,Duplex,8,3,42900,"872 SELBY AVE
St Paul, MN
(44.946602, -93.136908)"
1041 SELBY AVE,01/08/2015 12:00:00 AM,1,Commercial,8,2,33800,"1041 SELBY AVE
St Paul, MN
(44.94662, -93.144312)"
1180 SELBY AVE,02/03/2015 12:00:00 AM,1,Single Family Residential,13,2,35300,"1180 SELBY AVE
St Paul, MN
(44.94663, -93.150067)"
1172 SEMINARY AVE,02/24/2015 12:00:00 AM,4,Single Family Residential,11,1,32300,"1172 SEMINARY AVE
St Paul, MN
(44.964797, -93.149651)"
1313 SEMINARY AVE,06/05/2008 12:00:00 AM,4,Single Family Residential,11,2,32300,"1313 SEMINARY AVE
St Paul, MN
(44.964739, -93.155698)"
167 SHERBURNE AVE,11/20/2012 12:00:00 AM,1,Single Family Residential,7,2,32700,"167 SHERBURNE AVE
St Paul, MN
(44.956701, -93.107159)"
351 SHERBURNE AVE,07/07/2014 12:00:00 AM,1,Single Family Residential,7,2,32700,"351 SHERBURNE AVE
St Paul, MN
(44.956668, -93.115038)"
424 SHERBURNE AVE,04/21/2015 12:00:00 AM,1,Duplex,7,2,32600,"424 SHERBURNE AVE
St Paul, MN
(44.95666, -93.118028)"
425 SHERBURNE AVE,08/12/2008 12:00:00 AM,1,Duplex,7,2,32600,"425 SHERBURNE AVE
St Paul, MN
(44.95666, -93.118025)"
446 SHERBURNE AVE,07/13/2012 12:00:00 AM,1,Duplex,7,2,32600,"446 SHERBURNE AVE
St Paul, MN
(44.95666, -93.119041)"
518 SHERBURNE AVE,08/07/2012 12:00:00 AM,1,Single Family Residential,7,2,32600,"518 SHERBURNE AVE
St Paul, MN
(44.956658, -93.122082)"
574 SHERBURNE AVE,03/18/2013 12:00:00 AM,1,Duplex,7,2,32600,"574 SHERBURNE AVE
St Paul, MN
(44.956643, -93.12445)"
694 SHERBURNE AVE,08/06/2012 12:00:00 AM,1,Duplex,7,2,32500,"694 SHERBURNE AVE
St Paul, MN
(44.956623, -93.129524)"
710 SHERBURNE AVE,03/27/2014 12:00:00 AM,1,Single Family Residential,7,2,32500,"710 SHERBURNE AVE
St Paul, MN
(44.956624, -93.13015)"
849 SHERBURNE AVE,05/20/2015 12:00:00 AM,1,Duplex,7,0,32500,"849 SHERBURNE AVE
St Paul, MN
(44.956636, -93.135988)"
917 SHERBURNE AVE,02/04/2014 12:00:00 AM,1,Single Family Residential,7,2,32500,"917 SHERBURNE AVE
St Paul, MN
(44.956649, -93.138838)"
922 SHERBURNE AVE,12/13/2013 12:00:00 AM,1,Duplex,7,2,32500,"922 SHERBURNE AVE
St Paul, MN
(44.956649, -93.139196)"
924 SHERBURNE AVE,12/01/2014 12:00:00 AM,1,Single Family Residential,7,1,32500,"924 SHERBURNE AVE
St Paul, MN
(44.956649, -93.139324)"
931 SHERBURNE AVE,08/21/2014 12:00:00 AM,1,Duplex,7,2,32500,"931 SHERBURNE AVE
St Paul, MN
(44.956647, -93.139592)"
969 SHERBURNE AVE,07/30/2012 12:00:00 AM,1,Duplex,7,2,32500,"969 SHERBURNE AVE
St Paul, MN
(44.956641, -93.140954)"
987 SHERBURNE AVE,11/13/2013 12:00:00 AM,1,Single Family Residential,7,2,32500,"987 SHERBURNE AVE
St Paul, MN
(44.956639, -93.141889)"
1064 SHERBURNE AVE,04/01/2015 12:00:00 AM,1,Single Family Residential,7,2,32500,"1064 SHERBURNE AVE
St Paul, MN
(44.956647, -93.145209)"
1281 SHERBURNE AVE,08/08/2012 12:00:00 AM,4,Duplex,11,2,32300,"1281 SHERBURNE AVE
St Paul, MN
(44.956631, -93.154462)"
1286 SHERBURNE AVE,09/09/2014 12:00:00 AM,4,Single Family Residential,11,2,32300,"1286 SHERBURNE AVE
St Paul, MN
(44.956629, -93.154618)"
1441 SHERBURNE AVE,09/18/2013 12:00:00 AM,4,Multi-family Residential,11,2,32200,"1441 SHERBURNE AVE
St Paul, MN
(44.956608, -93.161094)"
335 SHERWOOD AVE,10/29/2009 12:00:00 AM,5,Single Family Residential,5,2,30601,"335 SHERWOOD AVE
St Paul, MN
(44.983656, -93.087319)"
1797 SHERWOOD AVE,06/08/2012 12:00:00 AM,6,Single Family Residential,2,2,30702,"1797 SHERWOOD AVE
St Paul, MN
(44.983826, -93.0243)"
201 SIDNEY ST W,02/28/2014 12:00:00 AM,2,Single Family Residential,3,2,37100,"201 SIDNEY ST W
St Paul, MN
(44.923685, -93.093935)"
241 SIDNEY ST E,08/29/2014 12:00:00 AM,2,Single Family Residential,3,1,37200,"241 SIDNEY ST E
St Paul, MN
(44.923979, -93.075548)"
627 SIMPSON ST,11/17/2014 12:00:00 AM,4,Single Family Residential,11,1,32100,"627 SIMPSON ST
St Paul, MN
(44.960038, -93.163679)"
390 SIMS AVE,04/23/2010 12:00:00 AM,5,Single Family Residential,5,2,33000,"390 SIMS AVE
St Paul, MN
(44.969037, -93.084182)"
670 SIMS AVE,06/24/2014 12:00:00 AM,6,Single Family Residential,5,2,31500,"670 SIMS AVE
St Paul, MN
(44.969359, -93.072327)"
684 SIMS AVE,09/10/2012 12:00:00 AM,6,Single Family Residential,5,3,31500,"684 SIMS AVE
St Paul, MN
(44.969365, -93.071851)"
917 SIMS AVE,06/09/2006 12:00:00 AM,6,Single Family Residential,5,2,31600,"917 SIMS AVE
St Paul, MN
(44.96943, -93.061818)"
1092 SIMS AVE,12/17/2013 12:00:00 AM,6,Single Family Residential,5,2,31600,"1092 SIMS AVE
St Paul, MN
(44.969449, -93.054504)"
1746 SIMS AVE,09/10/2013 12:00:00 AM,6,Single Family Residential,2,2,31801,"1746 SIMS AVE
St Paul, MN
(44.969528, -93.026745)"
413 SINNEN ST,01/23/2014 12:00:00 AM,7,Single Family Residential,4,2,33100,"413 SINNEN ST
St Paul, MN
(44.96083, -93.066956)"
445 SMITH AVE N,08/22/2008 12:00:00 AM,2,Duplex,9,2,36000,"445 SMITH AVE N
St Paul, MN
(44.938321, -93.109356)"
457 SMITH AVE N,01/07/2010 12:00:00 AM,2,Duplex,9,2,36000,"457 SMITH AVE N
St Paul, MN
(44.938033, -93.109355)"
663 SMITH AVE S,03/20/2012 12:00:00 AM,2,Duplex,3,2,37000,"663 SMITH AVE S
St Paul, MN
(44.926008, -93.101875)"
609 SNELLING AVE N,08/07/2014 12:00:00 AM,4,Duplex,11,1,32100,"609 SNELLING AVE N
St Paul, MN
(44.959629, -93.167115)"
694 SNELLING AVE N,08/20/2012 12:00:00 AM,4,Commercial,11,2,32100,"694 SNELLING AVE N
St Paul, MN
(44.962401, -93.166975)"
1290 SNELLING AVE N,08/08/2012 12:00:00 AM,4,Commercial,10,2,30201,"1290 SNELLING AVE N
St Paul, MN
(44.979876, -93.166327)"
610 ST ALBANS ST N,09/04/2014 12:00:00 AM,1,Single Family Residential,7,2,32500,"610 ST ALBANS ST N
St Paul, MN
(44.959835, -93.128902)"
1823 ST ANTHONY AVE,06/06/2014 12:00:00 AM,4,Single Family Residential,13,2,33200,"1823 ST ANTHONY AVE
St Paul, MN
(44.952557, -93.177416)"
1839 ST ANTHONY AVE,08/03/2009 12:00:00 AM,4,Duplex,13,3,33200,"1839 ST ANTHONY AVE
St Paul, MN
(44.952645, -93.17825)"
1901 ST ANTHONY AVE,03/17/2015 12:00:00 AM,4,Single Family Residential,13,2,33200,"1901 ST ANTHONY AVE
St Paul, MN
(44.953319, -93.180276)"
2122 ST ANTHONY AVE,08/01/2014 12:00:00 AM,4,Single Family Residential,13,2,33300,"2122 ST ANTHONY AVE
St Paul, MN
(44.954506, -93.189884)"
2173 ST CLAIR AVE,05/09/2013 12:00:00 AM,4,Duplex,14,2,34900,"2173 ST CLAIR AVE
St Paul, MN
(44.93432, -93.192058)"
1177 ST PAUL AVE,11/13/2013 12:00:00 AM,3,Duplex,15,2,37601,"1177 ST PAUL AVE
St Paul, MN
(44.906569, -93.180316)"
820 STELLAR ST,12/18/2012 12:00:00 AM,1,Single Family Residential,6,2,31400,"820 STELLAR ST
St Paul, MN
(44.965787, -93.102634)"
1758 STILLWATER AVE,10/04/2013 12:00:00 AM,6,Single Family Residential,2,2,31801,"1758 STILLWATER AVE
St Paul, MN
(44.967717, -93.026346)"
1841 STILLWATER AVE,04/01/2014 12:00:00 AM,6,Single Family Residential,2,2,31801,"1841 STILLWATER AVE
St Paul, MN
(44.967723, -93.022661)"
2001 STILLWATER AVE,04/15/2010 12:00:00 AM,6,Single Family Residential,2,2,31802,"2001 STILLWATER AVE
St Paul, MN
(44.968975, -93.015855)"
2022 STILLWATER AVE,10/27/2008 12:00:00 AM,7,Single Family Residential,2,2,31802,"2022 STILLWATER AVE
St Paul, MN
(44.96906, -93.015233)"
286 STINSON ST,01/20/2015 12:00:00 AM,1,Single Family Residential,6,2,31300,"286 STINSON ST
St Paul, MN
(44.969325, -93.112196)"
1075 STINSON ST,06/27/2013 12:00:00 AM,1,Single Family Residential,10,2,31200,"1075 STINSON ST
St Paul, MN
(44.969302, -93.145412)"
493 STRYKER AVE,06/21/2012 12:00:00 AM,2,Single Family Residential,3,2,37100,"493 STRYKER AVE
St Paul, MN
(44.931007, -93.088139)"
567 STRYKER AVE,10/04/2013 12:00:00 AM,2,Mixed Use,3,2,37100,"567 STRYKER AVE
St Paul, MN
(44.928953, -93.088088)"
605 STRYKER AVE,10/30/2014 12:00:00 AM,2,Commercial,3,2,37100,"605 STRYKER AVE
St Paul, MN
(44.927733, -93.088068)"
782 STRYKER AVE,04/08/2011 12:00:00 AM,2,Single Family Residential,3,2,37200,"782 STRYKER AVE
St Paul, MN
(44.922605, -93.088025)"
292 STURGIS ST,08/06/2013 12:00:00 AM,2,Single Family Residential,9,2,35900,"292 STURGIS ST
St Paul, MN
(44.938692, -93.112255)"
301 STURGIS ST,09/20/2005 12:00:00 AM,2,Single Family Residential,9,3,35900,"301 STURGIS ST
St Paul, MN
(44.938693, -93.112689)"
2132 SUBURBAN AVE,10/28/2014 12:00:00 AM,7,Single Family Residential,1,2,34702,"2132 SUBURBAN AVE
St Paul, MN
(44.950198, -93.009816)"
1884 SUMMIT AVE,11/19/2012 12:00:00 AM,3,Single Family Residential,14,2,35100,"1884 SUMMIT AVE
St Paul, MN
(44.941362, -93.179966)"
432 SUPERIOR ST,08/12/2013 12:00:00 AM,2,Single Family Residential,9,2,36900,"432 SUPERIOR ST
St Paul, MN
(44.935986, -93.118034)"
701 SURREY AVE,10/03/2013 12:00:00 AM,7,Duplex,4,2,34400,"701 SURREY AVE
St Paul, MN
(44.9543, -93.067888)"
130 SYCAMORE ST E,01/30/2012 12:00:00 AM,5,Single Family Residential,6,2,31400,"130 SYCAMORE ST E
St Paul, MN
(44.964951, -93.095098)"
1134 SYLVAN ST,01/07/2015 12:00:00 AM,5,Single Family Residential,6,2,30500,"1134 SYLVAN ST
St Paul, MN
(44.975335, -93.10148)"
740 TATUM ST,07/14/2014 12:00:00 AM,4,Single Family Residential,11,2,32000,"740 TATUM ST
St Paul, MN
(44.963394, -93.179801)"
1626 TAYLOR AVE,07/28/2010 12:00:00 AM,4,Single Family Residential,11,2,32100,"1626 TAYLOR AVE
St Paul, MN
(44.967657, -93.169055)"
1679 TAYLOR AVE,11/06/2014 12:00:00 AM,4,Multi-family Residential,11,1,32100,"1679 TAYLOR AVE
St Paul, MN
(44.967625, -93.171278)"
289 THOMAS AVE,10/03/2014 12:00:00 AM,1,Single Family Residential,7,2,32700,"289 THOMAS AVE
St Paul, MN
(44.959363, -93.112238)"
411 THOMAS AVE,11/15/2010 12:00:00 AM,1,Duplex,7,2,32600,"411 THOMAS AVE
St Paul, MN
(44.95936, -93.117414)"
429 THOMAS AVE,05/14/2015 12:00:00 AM,1,Single Family Residential,7,1,32600,"429 THOMAS AVE
St Paul, MN
(44.95936, -93.118185)"
478 THOMAS AVE,08/24/2011 12:00:00 AM,1,Single Family Residential,7,2,32600,"478 THOMAS AVE
St Paul, MN
(44.959365, -93.12027)"
514 THOMAS AVE,02/19/2015 12:00:00 AM,1,Single Family Residential,7,2,32600,"514 THOMAS AVE
St Paul, MN
(44.959352, -93.121774)"
669 THOMAS AVE,03/13/2014 12:00:00 AM,1,Single Family Residential,7,2,32500,"669 THOMAS AVE
St Paul, MN
(44.959342, -93.128397)"
702 THOMAS AVE,03/17/2015 12:00:00 AM,1,Duplex,7,1,32500,"702 THOMAS AVE
St Paul, MN
(44.959338, -93.129875)"
839 THOMAS AVE,05/08/2013 12:00:00 AM,1,Single Family Residential,7,2,32500,"839 THOMAS AVE
St Paul, MN
(44.959329, -93.135556)"
840 THOMAS AVE,08/08/2012 12:00:00 AM,1,Single Family Residential,7,2,32500,"840 THOMAS AVE
St Paul, MN
(44.959329, -93.135703)"
906 THOMAS AVE,02/26/2013 12:00:00 AM,1,Single Family Residential,7,2,32500,"906 THOMAS AVE
St Paul, MN
(44.959327, -93.13845)"
1004 THOMAS AVE,06/18/2013 12:00:00 AM,1,Duplex,7,2,32500,"1004 THOMAS AVE
St Paul, MN
(44.95935, -93.142553)"
1066 THOMAS AVE,02/06/2014 12:00:00 AM,1,Duplex,7,2,32500,"1066 THOMAS AVE
St Paul, MN
(44.959372, -93.145276)"
1166 THOMAS AVE,11/18/2014 12:00:00 AM,4,Single Family Residential,11,2,32300,"1166 THOMAS AVE
St Paul, MN
(44.95937, -93.149506)"
1202 THOMAS AVE,02/21/2014 12:00:00 AM,4,Single Family Residential,11,2,32300,"1202 THOMAS AVE
St Paul, MN
(44.959344, -93.15091)"
1455 THOMAS AVE,07/02/2014 12:00:00 AM,4,Duplex,11,2,32200,"1455 THOMAS AVE
St Paul, MN
(44.959256, -93.161573)"
1301 TOPIC LANE,06/23/2014 12:00:00 AM,6,Single Family Residential,2,2,30704,"1301 TOPIC LANE
St Paul, MN
(44.98012, -93.0434)"
403 TOTEM ROAD,03/06/2015 12:00:00 AM,7,Single Family Residential,1,1,37403,"403 TOTEM ROAD
St Paul, MN
(44.928999, -93.014026)"
428 TOWER ST,05/20/2009 12:00:00 AM,7,Single Family Residential,1,2,34702,"428 TOWER ST
St Paul, MN
(44.953902, -93.005901)"
975 TUSCARORA AVE,10/20/2011 12:00:00 AM,2,Single Family Residential,9,2,36700,"975 TUSCARORA AVE
St Paul, MN
(44.923275, -93.141187)"
117 UNIVERSITY AVE W,12/20/2013 12:00:00 AM,1,Commercial,7,2,42800,"117 UNIVERSITY AVE W
St Paul, MN
(44.955851, -93.104986)"
152 UNIVERSITY AVE W,05/21/2013 12:00:00 AM,1,Commercial,7,2,33700,"152 UNIVERSITY AVE W
St Paul, MN
(44.955735, -93.106577)"
154 UNIVERSITY AVE W,05/23/2013 12:00:00 AM,1,Commercial,7,2,33700,"154 UNIVERSITY AVE W
St Paul, MN
(44.955735, -93.106764)"
166 UNIVERSITY AVE W,08/14/2014 12:00:00 AM,1,Commercial,7,2,33700,"166 UNIVERSITY AVE W
St Paul, MN
(44.955735, -93.10709)"
298 UNIVERSITY AVE W,11/09/2011 12:00:00 AM,1,Mixed Use,8,2,33700,"298 UNIVERSITY AVE W
St Paul, MN
(44.955712, -93.112481)"
335 UNIVERSITY AVE E,11/02/2012 12:00:00 AM,2,Commercial,5,1,33000,"335 UNIVERSITY AVE E
St Paul, MN
(44.957905, -93.089874)"
370 UNIVERSITY AVE W,04/23/2012 12:00:00 AM,1,Commercial,8,2,33700,"370 UNIVERSITY AVE W
St Paul, MN
(44.955702, -93.115465)"
383 UNIVERSITY AVE W,04/21/2014 12:00:00 AM,1,Commercial,7,1,32600,"383 UNIVERSITY AVE W
St Paul, MN
(44.955818, -93.116369)"
417 UNIVERSITY AVE W,05/12/2014 12:00:00 AM,1,Commercial,7,2,32600,"417 UNIVERSITY AVE W
St Paul, MN
(44.955813, -93.117743)"
440 UNIVERSITY AVE W,09/10/2007 12:00:00 AM,1,Commercial,8,2,33600,"440 UNIVERSITY AVE W
St Paul, MN
(44.955689, -93.1189)"
741 UNIVERSITY AVE W,04/14/2014 12:00:00 AM,1,Commercial,7,2,32500,"741 UNIVERSITY AVE W
St Paul, MN
(44.95578, -93.131699)"
825 UNIVERSITY AVE W,04/20/2009 12:00:00 AM,1,Commercial,7,2,32500,"825 UNIVERSITY AVE W
St Paul, MN
(44.955779, -93.135075)"
846 UNIVERSITY AVE W,04/06/2010 12:00:00 AM,1,Duplex,8,2,33500,"846 UNIVERSITY AVE W
St Paul, MN
(44.955665, -93.13584)"
914 UNIVERSITY AVE W,08/06/2013 12:00:00 AM,1,Commercial,8,2,33500,"914 UNIVERSITY AVE W
St Paul, MN
(44.955672, -93.138669)"
958 UNIVERSITY AVE W,11/09/2007 12:00:00 AM,1,Commercial,8,2,33500,"958 UNIVERSITY AVE W
St Paul, MN
(44.955673, -93.140586)"
1080 UNIVERSITY AVE W,04/30/2015 12:00:00 AM,1,Commercial,8,1,33500,"1080 UNIVERSITY AVE W
St Paul, MN
(44.955676, -93.145285)"
1389 UNIVERSITY AVE W,09/20/2011 12:00:00 AM,4,Commercial,11,2,32200,"1389 UNIVERSITY AVE W
St Paul, MN
(44.955766, -93.15825)"
1660 UNIVERSITY AVE W,08/14/2012 12:00:00 AM,4,Commercial,13,2,33400,"1660 UNIVERSITY AVE W
St Paul, MN
(44.955619, -93.170397)"
1841 UNIVERSITY AVE W,03/03/2015 12:00:00 AM,4,Commercial,11,2,31900,"1841 UNIVERSITY AVE W
St Paul, MN
(44.956255, -93.178151)"
1845 UNIVERSITY AVE W,10/28/2014 12:00:00 AM,4,Commercial,11,1,31900,"1845 UNIVERSITY AVE W
St Paul, MN
(44.956307, -93.178284)"
1625 UPPER AFTON ROAD UNIT A,03/12/2015 12:00:00 AM,7,Single Family Residential,1,2,37402,"1625 UPPER AFTON ROAD UNIT A
St Paul, MN
(44.946543, -93.032615)"
548 VAN BUREN AVE,05/13/2015 12:00:00 AM,1,Duplex,7,2,32600,"548 VAN BUREN AVE
St Paul, MN
(44.962051, -93.12328)"
571 VAN BUREN AVE,12/15/2009 12:00:00 AM,1,Single Family Residential,7,2,32600,"571 VAN BUREN AVE
St Paul, MN
(44.962048, -93.124458)"
572 VAN BUREN AVE,09/20/2012 12:00:00 AM,1,Single Family Residential,7,2,32600,"572 VAN BUREN AVE
St Paul, MN
(44.962048, -93.124463)"
665 VAN BUREN AVE,03/12/2013 12:00:00 AM,1,Single Family Residential,7,2,32400,"665 VAN BUREN AVE
St Paul, MN
(44.962043, -93.128294)"
822 VAN BUREN AVE,11/28/2007 12:00:00 AM,1,Duplex,7,2,32400,"822 VAN BUREN AVE
St Paul, MN
(44.962067, -93.134933)"
827 VAN BUREN AVE,08/19/2014 12:00:00 AM,1,Duplex,7,2,32400,"827 VAN BUREN AVE
St Paul, MN
(44.962069, -93.135098)"
1063 VAN BUREN AVE,04/29/2014 12:00:00 AM,1,Single Family Residential,7,2,32400,"1063 VAN BUREN AVE
St Paul, MN
(44.962098, -93.14505)"
1291 VAN BUREN AVE,02/23/2012 12:00:00 AM,4,Single Family Residential,11,2,32300,"1291 VAN BUREN AVE
St Paul, MN
(44.962046, -93.154768)"
1474 VAN BUREN AVE,05/15/2014 12:00:00 AM,4,Single Family Residential,11,2,32200,"1474 VAN BUREN AVE
St Paul, MN
(44.961982, -93.162744)"
1785 VAN BUREN AVE,05/15/2012 12:00:00 AM,4,Single Family Residential,11,2,32000,"1785 VAN BUREN AVE
St Paul, MN
(44.96198, -93.175795)"
1048 VAN SLYKE AVE,05/21/2015 12:00:00 AM,5,Single Family Residential,10,2,30300,"1048 VAN SLYKE AVE
St Paul, MN
(44.976633, -93.144104)"
1059 VAN SLYKE AVE,11/09/2006 12:00:00 AM,5,Duplex,10,3,30300,"1059 VAN SLYKE AVE
St Paul, MN
(44.976796, -93.144349)"
1308 VICTORIA ST N,10/30/2001 12:00:00 AM,5,Single Family Residential,10,2,30300,"1308 VICTORIA ST N
St Paul, MN
(44.98059, -93.135352)"
369 VIEW ST,09/03/2014 12:00:00 AM,2,Single Family Residential,9,2,36800,"369 VIEW ST
St Paul, MN
(44.930072, -93.133089)"
391 VIEW ST,03/08/2013 12:00:00 AM,2,Single Family Residential,9,3,36800,"391 VIEW ST
St Paul, MN
(44.929425, -93.133101)"
607 VIRGINIA ST,08/29/2012 12:00:00 AM,1,Duplex,7,2,32700,"607 VIRGINIA ST
St Paul, MN
(44.959607, -93.114726)"
674 VIRGINIA ST,01/17/2013 12:00:00 AM,1,Multi-family Residential,7,2,32700,"674 VIRGINIA ST
St Paul, MN
(44.961708, -93.114723)"
1220 VIRGINIA ST,07/05/2011 12:00:00 AM,5,Single Family Residential,6,3,30800,"1220 VIRGINIA ST
St Paul, MN
(44.977906, -93.114835)"
1254 VIRGINIA ST,06/24/2013 12:00:00 AM,5,Single Family Residential,6,2,30800,"1254 VIRGINIA ST
St Paul, MN
(44.978204, -93.114831)"
1046 WAKEFIELD AVE,11/21/2011 12:00:00 AM,7,Single Family Residential,4,2,34500,"1046 WAKEFIELD AVE
St Paul, MN
(44.953138, -93.056354)"
